,customer_id,loyalty_score,product_id,product_category,purchase_count
758,C135,2,P41,food,3
759,C135,2,P42,food,2
760,C135,2,P43,food,3
761,C135,2,P44,food,2
762,C135,2,P46,food,3
763,C135,2,P47,food,1
764,C135,2,P48,food,2
765,C135,2,P49,food,1
766,C135,2,P50,food,4
767,C135,2,P51,food,3
768,C135,2,P52,food,1
769,C135,2,P53,food,1
770,C135,2,P54,food,1
771,C135,2,P55,food,1
772,C135,2,P58,food,1
773,C135,2,P59,food,1
774,C135,2,P60,food,3
775,C135,2,P61,bws,3
776,C135,2,P62,bws,5
777,C135,2,P63,bws,5
778,C135,2,P64,bws,3
779,C136,10,P22,fruit_veg,3
780,C136,10,P23,fruit_veg,1
781,C136,10,P25,fruit_veg,1
782,C136,10,P26,fruit_veg,1
783,C136,10,P28,fruit_veg,2
784,C136,10,P29,fruit_veg,1
785,C136,10,P30,fruit_veg,3
786,C136,10,P31,fruit_veg,1
787,C136,10,P33,fruit_veg,2
788,C136,10,P34,fruit_veg,1
789,C136,10,P35,sweets,2
790,C136,10,P37,sweets,2
791,C136,10,P38,sweets,2
792,C136,10,P39,sweets,2
793,C136,10,P40,sweets,1
794,C137,9,P22,fruit_veg,5
795,C137,9,P23,fruit_veg,5
796,C137,9,P24,fruit_veg,14
797,C137,9,P25,fruit_veg,1
798,C137,9,P26,fruit_veg,5
799,C137,9,P27,fruit_veg,2
800,C137,9,P28,fruit_veg,6
801,C137,9,P29,fruit_veg,7
802,C137,9,P30,fruit_veg,7
803,C137,9,P31,fruit_veg,7
804,C137,9,P32,fruit_veg,3
805,C137,9,P33,fruit_veg,11
806,C137,9,P34,fruit_veg,4
807,C14,3,P41,food,7
808,C14,3,P42,food,2
809,C14,3,P43,food,1
810,C14,3,P44,food,3
811,C14,3,P45,food,4
812,C14,3,P46,food,2
813,C14,3,P47,food,4
814,C14,3,P48,food,5
815,C14,3,P49,food,1
816,C14,3,P50,food,3
817,C14,3,P51,food,8
818,C14,3,P52,food,6
819,C14,3,P53,food,3
820,C14,3,P54,food,3
821,C14,3,P55,food,4
822,C14,3,P56,food,3
823,C14,3,P57,food,6
824,C14,3,P58,food,3
825,C14,3,P59,food,6
826,C14,3,P60,food,5
827,C15,6,P36,sweets,3
828,C15,6,P38,sweets,3
829,C15,6,P40,sweets,2
830,C15,6,P41,food,1
831,C15,6,P42,food,1
832,C15,6,P51,food,1
833,C15,6,P52,food,1
834,C15,6,P53,food,1
835,C15,6,P56,food,1
836,C15,6,P59,food,1
837,C15,6,P60,food,1
838,C16,5,P22,fruit_veg,1
839,C16,5,P28,fruit_veg,1
840,C16,5,P30,fruit_veg,1
841,C16,5,P31,fruit_veg,1
842,C16,5,P34,fruit_veg,1
843,C16,5,P36,sweets,2
844,C16,5,P37,sweets,1
845,C16,5,P38,sweets,1
846,C16,5,P39,sweets,1
847,C16,5,P46,food,1
848,C16,5,P50,food,1
849,C16,5,P53,food,1
850,C16,5,P54,food,1
851,C16,5,P57,food,1
852,C16,5,P59,food,1
853,C17,2,P02,house,1
854,C17,2,P04,house,1
855,C17,2,P06,house,1
856,C17,2,P08,house,1
857,C17,2,P10,house,1
858,C17,2,P14,clothes,1
859,C17,2,P19,clothes,3
860,C17,2,P20,clothes,1
861,C17,2,P21,clothes,1
862,C17,2,P22,fruit_veg,1
863,C17,2,P23,fruit_veg,1
864,C17,2,P24,fruit_veg,1
865,C17,2,P25,fruit_veg,1
866,C17,2,P27,fruit_veg,1
867,C17,2,P30,fruit_veg,1
868,C17,2,P32,fruit_veg,3
869,C17,2,P33,fruit_veg,1
870,C17,2,P35,sweets,1
871,C17,2,P37,sweets,2
872,C17,2,P39,sweets,2
873,C18,8,P22,fruit_veg,1
874,C18,8,P24,fruit_veg,1
875,C18,8,P26,fruit_veg,2
876,C18,8,P27,fruit_veg,1
877,C18,8,P32,fruit_veg,1
