customer_id,product_id,price,date_of_purchase
C35,P34,222,2018-12-02 23:50:00
C46,P20,587,2018-12-02 04:33:00
C46,P14,1809,2018-12-02 04:33:00
C50,P39,1318,2018-12-02 03:13:00
C58,P51,982,2018-12-02 08:13:00
C59,P34,1869,2018-12-02 11:51:00
C59,P30,436,2018-12-02 11:51:00
C66,P44,412,2018-12-02 18:21:00
C66,P51,67,2018-12-02 18:21:00
C71,P51,919,2018-12-02 19:51:00
C72,P51,660,2018-12-02 03:28:00
C87,P48,541,2018-12-02 22:45:00
C88,P20,1965,2018-12-02 04:38:00
C89,P30,548,2018-12-02 13:53:00
C94,P50,558,2018-12-02 12:47:00
C94,P45,618,2018-12-02 12:47:00
C104,P24,768,2018-12-02 07:35:00
C105,P39,825,2018-12-02 22:04:00
C107,P28,1191,2018-12-02 10:44:00
C114,P57,470,2018-12-02 20:18:00
C129,P51,523,2018-12-02 23:04:00
C135,P44,463,2018-12-02 04:09:00
C9,P20,1810,2018-12-03 07:35:00
C11,P35,360,2018-12-03 12:47:00
C11,P35,766,2018-12-03 12:47:00
C13,P42,245,2018-12-03 15:29:00
C21,P29,260,2018-12-03 13:26:00
C23,P53,1609,2018-12-03 18:49:00
C24,P48,378,2018-12-03 04:10:00
C25,P04,1531,2018-12-03 11:14:00
C27,P24,399,2018-12-03 11:57:00
C27,P27,807,2018-12-03 11:57:00
C43,P54,1347,2018-12-03 04:04:00
C44,P45,384,2018-12-03 05:54:00
C44,P52,1768,2018-12-03 05:54:00
C47,P36,582,2018-12-03 05:43:00
C56,P53,902,2018-12-03 13:54:00
C56,P42,1515,2018-12-03 13:54:00
C66,P57,1852,2018-12-03 19:12:00
C66,P41,791,2018-12-03 19:12:00
C68,P12,46,2018-12-03 21:11:00
C68,P01,722,2018-12-03 21:11:00
C71,P15,1332,2018-12-03 14:53:00
C80,P24,50,2018-12-03 14:56:00
C82,P64,1061,2018-12-03 20:38:00
C82,P62,841,2018-12-03 20:38:00
C91,P62,1681,2018-12-03 18:43:00
C95,P36,7,2018-12-03 12:21:00
C95,P39,805,2018-12-03 12:21:00
C106,P23,1435,2018-12-03 05:44:00
C106,P31,607,2018-12-03 05:44:00
C109,P35,597,2018-12-03 18:30:00
C109,P38,186,2018-12-03 18:30:00
C110,P58,1202,2018-12-03 17:50:00
C124,P52,439,2018-12-03 12:19:00
C131,P38,1091,2018-12-03 20:18:00
C132,P29,838,2018-12-03 17:57:00
C132,P34,682,2018-12-03 17:57:00
C4,P35,1579,2018-12-04 07:31:00
C4,P36,787,2018-12-04 07:31:00
C8,P10,1944,2018-12-04 08:46:00
C20,P12,1727,2018-12-04 06:51:00
C22,P40,850,2018-12-04 05:55:00
C25,P01,1024,2018-12-04 14:59:00
C26,P52,1303,2018-12-04 22:31:00
C30,P40,934,2018-12-04 05:39:00
C30,P36,1616,2018-12-04 05:39:00
C34,P15,947,2018-12-04 18:55:00
C34,P14,1002,2018-12-04 18:55:00
C43,P57,1869,2018-12-04 06:42:00
C44,P48,167,2018-12-04 05:56:00
C62,P21,993,2018-12-04 08:12:00
C63,P37,1141,2018-12-04 16:50:00
C65,P12,1628,2018-12-04 10:04:00
C69,P08,699,2018-12-04 07:27:00
C70,P40,1978,2018-12-04 18:46:00
C80,P43,1712,2018-12-04 23:58:00
C84,P31,908,2018-12-04 05:26:00
C84,P32,229,2018-12-04 05:26:00
C86,P18,1351,2018-12-04 21:45:00
C88,P13,4,2018-12-04 05:09:00
C89,P47,852,2018-12-04 15:58:00
C92,P15,1799,2018-12-04 18:37:00
C92,P15,1696,2018-12-04 18:37:00
C112,P01,811,2018-12-04 19:42:00
C112,P12,1334,2018-12-04 19:42:00
C120,P41,134,2018-12-04 02:58:00
C124,P48,764,2018-12-04 20:54:00
C126,P07,1557,2018-12-04 15:04:00
C128,P54,450,2018-12-04 11:06:00
C135,P62,1806,2018-12-04 17:23:00
C136,P30,633,2018-12-04 12:44:00
C136,P26,1891,2018-12-04 12:44:00
C8,P62,1008,2018-12-05 21:34:00
C10,P51,19,2018-12-05 23:33:00
C10,P44,377,2018-12-05 23:33:00
C14,P52,1773,2018-12-05 18:20:00
C25,P39,1332,2018-12-05 23:14:00
C25,P36,1367,2018-12-05 23:14:00
C27,P24,1822,2018-12-05 09:39:00
C27,P34,1302,2018-12-05 09:39:00
C28,P57,1887,2018-12-05 10:23:00
C29,P56,615,2018-12-05 07:40:00
C29,P41,1735,2018-12-05 07:40:00
C38,P28,1054,2018-12-05 05:40:00
C38,P22,1320,2018-12-05 05:40:00
C41,P26,90,2018-12-05 20:53:00
C42,P17,450,2018-12-05 22:04:00
C42,P20,1284,2018-12-05 22:04:00
C45,P58,822,2018-12-05 06:04:00
C67,P49,1498,2018-12-05 14:59:00
C68,P61,1004,2018-12-05 06:52:00
C70,P39,1313,2018-12-05 10:50:00
C71,P48,172,2018-12-05 16:06:00
C80,P29,1046,2018-12-05 23:34:00
C80,P23,1471,2018-12-05 23:34:00
C87,P53,684,2018-12-05 03:03:00
C87,P42,1123,2018-12-05 03:03:00
C89,P28,617,2018-12-05 04:55:00
C91,P63,65,2018-12-05 14:43:00
C92,P34,202,2018-12-05 20:00:00
C93,P24,130,2018-12-05 08:33:00
C96,P34,929,2018-12-05 10:50:00
C96,P25,1975,2018-12-05 10:50:00
C99,P63,1149,2018-12-05 17:08:00
C100,P52,1751,2018-12-05 20:46:00
C114,P57,1884,2018-12-05 20:55:00
C122,P15,1222,2018-12-05 17:26:00
C122,P15,1253,2018-12-05 17:26:00
C124,P01,1925,2018-12-05 10:00:00
C124,P08,1966,2018-12-05 10:00:00
C127,P16,222,2018-12-05 19:48:00
C128,P42,979,2018-12-05 05:59:00
C133,P61,38,2018-12-05 02:57:00
C135,P51,583,2018-12-05 20:13:00
C6,P40,246,2018-12-06 15:46:00
C9,P57,897,2018-12-06 09:11:00
C13,P32,290,2018-12-06 16:19:00
C22,P11,307,2018-12-06 03:48:00
C24,P61,1195,2018-12-06 09:15:00
C29,P62,161,2018-12-06 14:17:00
C30,P25,590,2018-12-06 17:46:00
C30,P32,1537,2018-12-06 17:46:00
C34,P13,1973,2018-12-06 06:20:00
C34,P14,1285,2018-12-06 06:20:00
C42,P50,1673,2018-12-06 15:15:00
C44,P52,454,2018-12-06 06:35:00
C46,P15,1603,2018-12-06 18:01:00
C46,P14,972,2018-12-06 18:01:00
C75,P22,389,2018-12-06 17:06:00
C80,P24,265,2018-12-06 13:13:00
C88,P33,1760,2018-12-06 05:30:00
C88,P28,754,2018-12-06 05:30:00
C95,P35,1273,2018-12-06 06:17:00
C96,P62,216,2018-12-06 03:27:00
C96,P61,969,2018-12-06 03:27:00
C100,P23,12,2018-12-06 06:33:00
C107,P28,618,2018-12-06 22:59:00
C107,P27,814,2018-12-06 22:59:00
C112,P38,1928,2018-12-06 16:36:00
C112,P39,316,2018-12-06 16:36:00
C115,P27,915,2018-12-06 15:52:00
C126,P40,1627,2018-12-06 05:37:00
C1,P12,864,2018-12-07 14:54:00
C2,P24,1649,2018-12-07 21:40:00
C2,P24,1424,2018-12-07 21:40:00
C5,P64,188,2018-12-07 10:29:00
C14,P52,1342,2018-12-07 08:39:00
C14,P56,562,2018-12-07 08:39:00
C26,P44,754,2018-12-07 14:24:00
C27,P35,1276,2018-12-07 04:15:00
C28,P40,780,2018-12-07 19:16:00
C30,P35,140,2018-12-07 17:58:00
C41,P29,704,2018-12-07 16:47:00
C42,P16,539,2018-12-07 17:57:00
C45,P59,853,2018-12-07 05:18:00
C47,P05,1035,2018-12-07 10:16:00
C47,P08,874,2018-12-07 10:16:00
C51,P27,737,2018-12-07 21:25:00
C51,P29,334,2018-12-07 21:25:00
C55,P27,1172,2018-12-07 06:53:00
C56,P58,1989,2018-12-07 13:05:00
C56,P49,929,2018-12-07 13:05:00
C64,P35,848,2018-12-07 16:44:00
C73,P22,188,2018-12-07 03:05:00
C79,P31,72,2018-12-07 15:50:00
C82,P35,1432,2018-12-07 11:04:00
C89,P52,1009,2018-12-07 18:04:00
C93,P30,1727,2018-12-07 17:25:00
C96,P63,1949,2018-12-07 06:03:00
C107,P24,844,2018-12-07 05:52:00
C116,P49,1150,2018-12-07 11:50:00
C121,P61,696,2018-12-07 07:20:00
C121,P62,1835,2018-12-07 07:20:00
C122,P61,1505,2018-12-07 09:42:00
C123,P27,1846,2018-12-07 13:29:00
C123,P30,1182,2018-12-07 13:29:00
C127,P21,775,2018-12-07 03:43:00
C127,P20,1468,2018-12-07 03:43:00
C129,P59,752,2018-12-07 17:06:00
C137,P31,1798,2018-12-07 14:30:00
C3,P35,1690,2018-12-08 05:00:00
C11,P01,1035,2018-12-08 04:24:00
C43,P44,1196,2018-12-08 20:11:00
C46,P40,1084,2018-12-08 21:51:00
C50,P24,774,2018-12-08 05:19:00
C50,P32,1045,2018-12-08 05:19:00
C62,P64,574,2018-12-08 04:42:00
C65,P48,1432,2018-12-08 08:23:00
C69,P24,827,2018-12-08 19:55:00
C73,P29,71,2018-12-08 18:38:00
C80,P29,1462,2018-12-08 18:02:00
C82,P04,1344,2018-12-08 03:07:00
C82,P01,1732,2018-12-08 03:07:00
C90,P19,22,2018-12-08 17:55:00
C90,P17,641,2018-12-08 17:55:00
C92,P30,682,2018-12-08 14:14:00
C92,P24,781,2018-12-08 14:14:00
C96,P45,1029,2018-12-08 14:53:00
C107,P32,380,2018-12-08 04:52:00
C121,P63,299,2018-12-08 18:59:00
C132,P09,426,2018-12-08 07:13:00
C132,P08,439,2018-12-08 07:13:00
C1,P04,884,2018-12-09 20:36:00
C14,P42,1696,2018-12-09 10:03:00
C14,P51,685,2018-12-09 10:03:00
C21,P34,920,2018-12-09 08:36:00
C21,P25,934,2018-12-09 08:36:00
C25,P05,1052,2018-12-09 20:25:00
C25,P01,1529,2018-12-09 20:25:00
C27,P23,1301,2018-12-09 15:44:00
C28,P63,323,2018-12-09 03:51:00
C28,P61,1546,2018-12-09 03:51:00
C34,P22,694,2018-12-09 23:02:00
C34,P23,96,2018-12-09 23:02:00
C36,P30,190,2018-12-09 19:32:00
C36,P22,876,2018-12-09 19:32:00
C43,P27,1066,2018-12-09 06:54:00
C45,P54,1114,2018-12-09 18:04:00
C45,P49,293,2018-12-09 18:04:00
C46,P04,1750,2018-12-09 08:17:00
C49,P21,513,2018-12-09 14:54:00
C49,P20,820,2018-12-09 14:54:00
C56,P50,335,2018-12-09 06:55:00
C64,P51,1896,2018-12-09 03:46:00
C69,P33,1414,2018-12-09 21:08:00
C69,P27,267,2018-12-09 21:08:00
C73,P62,1298,2018-12-09 08:23:00
C73,P61,658,2018-12-09 08:23:00
C74,P12,382,2018-12-09 03:10:00
C76,P35,333,2018-12-09 07:24:00
C78,P35,595,2018-12-09 16:07:00
C81,P29,1083,2018-12-09 23:26:00
C81,P32,395,2018-12-09 23:26:00
C85,P52,1031,2018-12-09 11:29:00
C86,P18,950,2018-12-09 20:14:00
C86,P15,1970,2018-12-09 20:14:00
C88,P17,1440,2018-12-09 10:00:00
C92,P16,1996,2018-12-09 07:17:00
C92,P15,1530,2018-12-09 07:17:00
C97,P32,661,2018-12-09 14:59:00
C100,P37,274,2018-12-09 16:48:00
C108,P45,1371,2018-12-09 12:09:00
C115,P32,378,2018-12-09 15:15:00
C115,P27,1829,2018-12-09 15:15:00
C131,P26,1806,2018-12-09 06:31:00
C131,P24,269,2018-12-09 06:31:00
C4,P40,391,2018-12-10 13:42:00
C5,P62,241,2018-12-10 12:59:00
C5,P64,73,2018-12-10 12:59:00
C12,P63,246,2018-12-10 23:17:00
C12,P61,1270,2018-12-10 23:17:00
C13,P52,1004,2018-12-10 09:57:00
C19,P28,626,2018-12-10 23:29:00
C22,P27,1755,2018-12-10 13:55:00
C23,P35,1417,2018-12-10 13:56:00
C23,P36,1489,2018-12-10 13:56:00
C27,P35,441,2018-12-10 12:05:00
C35,P32,1776,2018-12-10 10:43:00
C44,P39,1222,2018-12-10 12:40:00
C45,P47,1860,2018-12-10 12:46:00
C50,P36,432,2018-12-10 05:36:00
C50,P40,1917,2018-12-10 05:36:00
C53,P41,1976,2018-12-10 08:43:00
C57,P49,1188,2018-12-10 14:04:00
C66,P51,881,2018-12-10 20:43:00
C66,P59,1783,2018-12-10 20:43:00
C67,P34,357,2018-12-10 15:00:00
C76,P24,349,2018-12-10 22:26:00
C77,P39,379,2018-12-10 12:04:00
C77,P36,409,2018-12-10 12:04:00
C82,P37,332,2018-12-10 17:54:00
C84,P51,1981,2018-12-10 17:31:00
C85,P31,1778,2018-12-10 06:58:00
C94,P22,1485,2018-12-10 14:04:00
C101,P33,219,2018-12-10 02:59:00
C112,P03,508,2018-12-10 17:52:00
C121,P28,1472,2018-12-10 07:53:00
C133,P54,1707,2018-12-10 11:48:00
C137,P24,1910,2018-12-10 22:05:00
C1,P02,1535,2018-12-11 22:41:00
C2,P34,1968,2018-12-11 15:52:00
C5,P36,1624,2018-12-11 12:55:00
C9,P47,1662,2018-12-11 17:38:00
C14,P51,251,2018-12-11 19:06:00
C19,P58,1474,2018-12-11 15:39:00
C34,P64,1334,2018-12-11 21:36:00
C34,P63,789,2018-12-11 21:36:00
C46,P05,1502,2018-12-11 19:19:00
C47,P29,1124,2018-12-11 04:38:00
C54,P51,1267,2018-12-11 22:09:00
C62,P08,1946,2018-12-11 09:22:00
C62,P01,1590,2018-12-11 09:22:00
C63,P38,584,2018-12-11 07:16:00
C69,P32,1247,2018-12-11 22:20:00
C75,P27,1812,2018-12-11 17:26:00
C75,P24,1986,2018-12-11 17:26:00
C78,P40,538,2018-12-11 04:00:00
C78,P40,967,2018-12-11 04:00:00
C79,P50,966,2018-12-11 05:48:00
C79,P56,694,2018-12-11 05:48:00
C82,P08,185,2018-12-11 20:26:00
C86,P64,1916,2018-12-11 16:55:00
C100,P17,846,2018-12-11 07:59:00
C107,P31,496,2018-12-11 03:42:00
C120,P52,167,2018-12-11 09:23:00
C120,P52,1481,2018-12-11 09:23:00
C121,P62,141,2018-12-11 21:23:00
C1,P07,1184,2018-12-12 09:39:00
C1,P01,1859,2018-12-12 09:39:00
C4,P35,1757,2018-12-12 10:15:00
C7,P35,1827,2018-12-12 06:41:00
C20,P41,1065,2018-12-12 16:16:00
C20,P49,615,2018-12-12 16:16:00
C29,P55,365,2018-12-12 13:45:00
C45,P56,1492,2018-12-12 12:40:00
C49,P17,1915,2018-12-12 08:23:00
C49,P19,545,2018-12-12 08:23:00
C50,P34,860,2018-12-12 17:05:00
C60,P41,1543,2018-12-12 16:36:00
C63,P40,1737,2018-12-12 13:54:00
C63,P36,1739,2018-12-12 13:54:00
C66,P55,1975,2018-12-12 20:48:00
C70,P37,1040,2018-12-12 11:39:00
C75,P55,1775,2018-12-12 11:14:00
C83,P09,1186,2018-12-12 07:19:00
C83,P01,1759,2018-12-12 07:19:00
C86,P60,712,2018-12-12 20:31:00
C97,P32,1199,2018-12-12 03:55:00
C100,P39,1898,2018-12-12 13:07:00
C104,P33,1508,2018-12-12 14:57:00
C104,P32,229,2018-12-12 14:57:00
C110,P61,1611,2018-12-12 16:18:00
C116,P45,1966,2018-12-12 15:55:00
C116,P59,717,2018-12-12 15:55:00
C118,P36,1260,2018-12-12 13:07:00
C131,P58,1732,2018-12-12 06:01:00
C132,P28,1956,2018-12-12 21:03:00
C135,P61,1612,2018-12-12 21:25:00
C135,P63,548,2018-12-12 21:25:00
C137,P27,847,2018-12-12 03:31:00
C6,P38,682,2018-12-13 10:43:00
C10,P42,1582,2018-12-13 21:27:00
C13,P33,342,2018-12-13 07:59:00
C13,P34,1627,2018-12-13 07:59:00
C20,P31,1297,2018-12-13 13:56:00
C26,P55,1410,2018-12-13 14:37:00
C27,P49,1308,2018-12-13 18:31:00
C27,P59,75,2018-12-13 18:31:00
C28,P34,709,2018-12-13 17:07:00
C34,P25,296,2018-12-13 07:40:00
C52,P38,1660,2018-12-13 12:24:00
C58,P54,1242,2018-12-13 18:24:00
C63,P36,161,2018-12-13 05:49:00
C70,P37,286,2018-12-13 03:52:00
C71,P10,1981,2018-12-13 04:55:00
C75,P31,754,2018-12-13 23:49:00
C75,P23,232,2018-12-13 23:49:00
C82,P11,1138,2018-12-13 21:08:00
C96,P61,1530,2018-12-13 05:27:00
C96,P61,1105,2018-12-13 05:27:00
C103,P54,1460,2018-12-13 23:21:00
C103,P58,312,2018-12-13 23:21:00
C113,P04,507,2018-12-13 22:15:00
C115,P26,862,2018-12-13 04:05:00
C116,P31,1029,2018-12-13 13:01:00
C116,P25,87,2018-12-13 13:01:00
C122,P62,181,2018-12-13 09:05:00
C122,P61,651,2018-12-13 09:05:00
C131,P26,626,2018-12-13 05:57:00
C131,P25,536,2018-12-13 05:57:00
C132,P29,1221,2018-12-13 16:19:00
C132,P31,1851,2018-12-13 16:19:00
C2,P32,852,2018-12-14 17:11:00
C2,P32,895,2018-12-14 17:11:00
C5,P35,1100,2018-12-14 05:27:00
C14,P59,646,2018-12-14 15:11:00
C21,P31,1754,2018-12-14 22:23:00
C22,P32,1714,2018-12-14 19:41:00
C25,P38,1209,2018-12-14 11:20:00
C25,P38,1572,2018-12-14 11:20:00
C33,P07,1822,2018-12-14 09:21:00
C34,P22,305,2018-12-14 09:33:00
C34,P31,1003,2018-12-14 09:33:00
C35,P06,1493,2018-12-14 14:07:00
C41,P32,489,2018-12-14 15:37:00
C41,P33,652,2018-12-14 15:37:00
C45,P55,145,2018-12-14 03:09:00
C47,P06,317,2018-12-14 13:01:00
C53,P02,1944,2018-12-14 10:00:00
C63,P36,1624,2018-12-14 22:05:00
C69,P03,780,2018-12-14 16:51:00
C74,P07,110,2018-12-14 23:28:00
C74,P09,511,2018-12-14 23:28:00
C80,P56,367,2018-12-14 08:03:00
C80,P46,949,2018-12-14 08:03:00
C81,P37,27,2018-12-14 14:19:00
C83,P03,532,2018-12-14 16:23:00
C83,P01,589,2018-12-14 16:23:00
C89,P55,1793,2018-12-14 05:25:00
C103,P29,307,2018-12-14 07:03:00
C106,P32,688,2018-12-14 21:17:00
C114,P42,1911,2018-12-14 10:17:00
C116,P53,1875,2018-12-14 05:46:00
C116,P46,1408,2018-12-14 05:46:00
C127,P14,43,2018-12-14 22:05:00
C127,P13,1789,2018-12-14 22:05:00
C129,P61,1342,2018-12-14 23:14:00
C136,P33,595,2018-12-14 12:23:00
C136,P22,369,2018-12-14 12:23:00
C137,P29,1827,2018-12-14 20:42:00
C5,P40,1477,2018-12-15 21:50:00
C9,P54,41,2018-12-15 13:38:00
C9,P52,485,2018-12-15 13:38:00
C14,P54,596,2018-12-15 07:58:00
C20,P51,1522,2018-12-15 08:11:00
C27,P26,1082,2018-12-15 20:01:00
C27,P31,1928,2018-12-15 20:01:00
C30,P27,998,2018-12-15 10:26:00
C30,P33,300,2018-12-15 10:26:00
C40,P18,1634,2018-12-15 13:55:00
C41,P30,89,2018-12-15 10:27:00
C41,P25,985,2018-12-15 10:27:00
C43,P61,1485,2018-12-15 16:56:00
C47,P12,1355,2018-12-15 03:50:00
C49,P50,1073,2018-12-15 21:37:00
C54,P49,1920,2018-12-15 03:29:00
C68,P02,1849,2018-12-15 23:45:00
C76,P38,325,2018-12-15 11:54:00
C76,P40,939,2018-12-15 11:54:00
C80,P52,979,2018-12-15 13:19:00
C86,P14,132,2018-12-15 05:40:00
C89,P29,32,2018-12-15 13:21:00
C89,P23,904,2018-12-15 13:21:00
C96,P39,1337,2018-12-15 03:27:00
C103,P30,1112,2018-12-15 11:24:00
C103,P31,434,2018-12-15 11:24:00
C108,P44,1418,2018-12-15 16:06:00
C108,P44,309,2018-12-15 16:06:00
C112,P01,1073,2018-12-15 18:32:00
C125,P57,840,2018-12-15 16:01:00
C128,P36,1650,2018-12-15 08:11:00
C3,P38,1244,2018-12-16 05:35:00
C5,P37,1917,2018-12-16 05:24:00
C7,P38,336,2018-12-16 03:56:00
C7,P37,980,2018-12-16 03:56:00
C11,P56,504,2018-12-16 07:50:00
C12,P61,1106,2018-12-16 07:37:00
C14,P48,1774,2018-12-16 03:17:00
C23,P54,562,2018-12-16 14:16:00
C34,P13,1169,2018-12-16 14:44:00
C41,P25,283,2018-12-16 07:50:00
C45,P43,1150,2018-12-16 10:13:00
C58,P39,1215,2018-12-16 13:29:00
C59,P29,1651,2018-12-16 09:46:00
C59,P28,288,2018-12-16 09:46:00
C67,P62,1243,2018-12-16 21:32:00
C67,P64,1632,2018-12-16 21:32:00
C75,P30,650,2018-12-16 16:41:00
C79,P59,1602,2018-12-16 11:48:00
C80,P23,413,2018-12-16 23:59:00
C86,P21,1489,2018-12-16 23:29:00
C86,P21,1520,2018-12-16 23:29:00
C89,P24,1101,2018-12-16 10:21:00
C89,P34,885,2018-12-16 10:21:00
C91,P64,1831,2018-12-16 14:11:00
C91,P64,1322,2018-12-16 14:11:00
C92,P34,1556,2018-12-16 13:56:00
C96,P63,16,2018-12-16 19:30:00
C97,P25,1529,2018-12-16 11:59:00
C106,P61,1726,2018-12-16 17:06:00
C106,P61,634,2018-12-16 17:06:00
C122,P36,122,2018-12-16 13:58:00
C127,P17,1384,2018-12-16 02:51:00
C137,P28,28,2018-12-16 08:21:00
C137,P29,304,2018-12-16 08:21:00
C7,P61,310,2018-12-17 05:43:00
C10,P47,1130,2018-12-17 21:11:00
C12,P28,771,2018-12-17 06:37:00
C20,P63,963,2018-12-17 09:15:00
C20,P64,821,2018-12-17 09:15:00
C21,P34,999,2018-12-17 10:24:00
C28,P45,1972,2018-12-17 07:19:00
C30,P28,1311,2018-12-17 04:17:00
C30,P23,1101,2018-12-17 04:17:00
C36,P24,1849,2018-12-17 08:38:00
C38,P27,1972,2018-12-17 06:58:00
C40,P34,441,2018-12-17 07:23:00
C40,P23,1514,2018-12-17 07:23:00
C49,P19,91,2018-12-17 21:47:00
C51,P26,1762,2018-12-17 20:12:00
C57,P38,1089,2018-12-17 15:40:00
C60,P60,1714,2018-12-17 09:17:00
C62,P10,1187,2018-12-17 05:53:00
C62,P12,1753,2018-12-17 05:53:00
C74,P06,1562,2018-12-17 03:41:00
C74,P01,1834,2018-12-17 03:41:00
C83,P18,228,2018-12-17 07:23:00
C83,P13,1833,2018-12-17 07:23:00
C88,P16,1418,2018-12-17 13:27:00
C89,P29,1080,2018-12-17 09:21:00
C90,P17,1172,2018-12-17 15:53:00
C91,P63,1999,2018-12-17 18:52:00
C91,P64,1814,2018-12-17 18:52:00
C100,P40,120,2018-12-17 04:22:00
C106,P50,1817,2018-12-17 16:53:00
C109,P39,1201,2018-12-17 13:24:00
C125,P39,220,2018-12-17 16:38:00
C125,P36,703,2018-12-17 16:38:00
C127,P13,592,2018-12-17 11:25:00
C130,P35,1797,2018-12-17 05:07:00
C135,P10,1644,2018-12-17 21:04:00
C135,P07,525,2018-12-17 21:04:00
C2,P30,1390,2018-12-18 08:41:00
C3,P39,1758,2018-12-18 08:41:00
C4,P35,800,2018-12-18 17:26:00
C7,P39,193,2018-12-18 15:10:00
C11,P47,113,2018-12-18 14:47:00
C13,P44,151,2018-12-18 05:43:00
C14,P41,1297,2018-12-18 12:04:00
C16,P22,386,2018-12-18 20:16:00
C16,P30,21,2018-12-18 20:16:00
C21,P27,493,2018-12-18 07:15:00
C21,P25,1524,2018-12-18 07:15:00
C30,P25,1061,2018-12-18 17:36:00
C31,P44,875,2018-12-18 12:40:00
C31,P50,1657,2018-12-18 12:40:00
C41,P33,445,2018-12-18 18:12:00
C50,P40,730,2018-12-18 18:46:00
C50,P40,423,2018-12-18 18:46:00
C69,P24,1162,2018-12-18 11:59:00
C73,P28,693,2018-12-18 13:25:00
C73,P25,176,2018-12-18 13:25:00
C75,P44,916,2018-12-18 05:10:00
C75,P49,1172,2018-12-18 05:10:00
C82,P37,383,2018-12-18 13:50:00
C83,P16,197,2018-12-18 15:18:00
C83,P19,1167,2018-12-18 15:18:00
C86,P19,345,2018-12-18 17:25:00
C86,P20,1652,2018-12-18 17:25:00
C96,P39,741,2018-12-18 19:05:00
C100,P59,1028,2018-12-18 21:54:00
C106,P52,1369,2018-12-18 10:32:00
C106,P46,28,2018-12-18 10:32:00
C109,P37,596,2018-12-18 07:48:00
C109,P39,216,2018-12-18 07:48:00
C114,P40,1445,2018-12-18 07:28:00
C117,P20,707,2018-12-18 18:21:00
C1,P01,1361,2018-12-19 18:56:00
C9,P42,1832,2018-12-19 20:46:00
C16,P34,1645,2018-12-19 12:30:00
C29,P63,1604,2018-12-19 08:53:00
C29,P63,972,2018-12-19 08:53:00
C54,P45,978,2018-12-19 17:59:00
C54,P43,1282,2018-12-19 17:59:00
C58,P39,619,2018-12-19 10:53:00
C82,P64,1943,2018-12-19 08:53:00
C110,P58,707,2018-12-19 04:28:00
C114,P37,735,2018-12-19 10:36:00
C116,P44,1574,2018-12-19 19:26:00
C116,P51,871,2018-12-19 19:26:00
C124,P09,1636,2018-12-19 20:48:00
C124,P12,201,2018-12-19 20:48:00
C132,P26,1118,2018-12-19 08:55:00
C1,P08,1379,2018-12-20 21:25:00
C5,P62,1644,2018-12-20 11:36:00
C9,P14,1808,2018-12-20 09:14:00
C15,P40,1140,2018-12-20 18:24:00
C15,P36,1152,2018-12-20 18:24:00
C27,P46,1798,2018-12-20 05:06:00
